age,gender,occupation,user_id
31,M,college/grad student,557200
28,M,college/grad student,325788
86,M,academic/educator,760986
34,M,scientist,473154
33,M,self-employed,578290
26,M,college/grad student,634551
28,M,scientist,372689
34,F,artist,983979
27,M,self-employed,339659
36,F,academic/educator,80310
31,M,executive/managerial,826066
31,M,college/grad student,743255
27,M,scientist,424493
66,F,retired,891164
32,M,other or not specified,279061
29,M,scientist,217544
81,F,retired,597579
31,M,sales/marketing,921578
30,M,other or not specified,132406
27,M,self-employed,755039
29,M,college/grad student,882362
32,M,college/grad student,644188
21,M,self-employed,538816
30,M,college/grad student,111626
34,M,college/grad student,538990
30,M,executive/managerial,869582
42,M,other or not specified,644602
33,M,executive/managerial,867727
30,M,self-employed,879276
32,F,college/grad student,531216
34,M,scientist,980177
18,M,tradesman/craftsman,849313
24,F,college/grad student,912894
23,M,artist,923471
30,M,homemaker,433656
33,M,scientist,776926
30,F,college/grad student,715733
27,M,sales/marketing,351012
32,M,sales/marketing,711608
33,M,executive/managerial,144436
27,M,artist,48291
28,M,sales/marketing,179225
31,M,scientist,768307
31,M,sales/marketing,962952
33,M,self-employed,232807
28,M,academic/educator,344872
26,M,college/grad student,741675
25,M,college/grad student,833461
28,F,homemaker,220273
32,M,self-employed,44429
33,M,executive/managerial,26412
33,F,scientist,541569
30,M,artist,285607
34,F,other or not specified,302677
27,M,sales/marketing,41969
34,M,other or not specified,261668
25,M,college/grad student,543639
32,M,academic/educator,882504
26,M,sales/marketing,751180
25,M,sales/marketing,224402
33,F,artist,735043
22,M,sales/marketing,168995
33,M,sales/marketing,263246
30,M,homemaker,271109
34,M,college/grad student,882837
33,M,executive/managerial,303389
25,M,executive/managerial,414556
27,F,academic/educator,780016
26,M,college/grad student,329955
27,M,college/grad student,51947
27,F,academic/educator,759494
26,F,academic/educator,454330
31,M,college/grad student,860904
27,F,homemaker,782692
31,M,K-12 student,828959
31,M,executive/managerial,851060
31,M,executive/managerial,953154
31,M,college/grad student,196947
37,M,executive/managerial,919334
26,M,college/grad student,586400
34,F,other or not specified,16083
26,M,sales/marketing,806708
31,M,college/grad student,281902
26,M,college/grad student,813804
21,M,self-employed,458524
34,M,artist,927176
30,M,sales/marketing,353451
19,M,K-12 student,596775
27,M,executive/managerial,919264
34,M,college/grad student,664289
34,M,executive/managerial,659557
31,M,self-employed,793642
33,M,scientist,171262
29,M,self-employed,46280
32,M,executive/managerial,565737
30,F,college/grad student,556096
31,M,scientist,60529
32,M,homemaker,325802
30,M,executive/managerial,356952
28,M,homemaker,370020
34,M,scientist,757563
31,M,executive/managerial,377986
31,M,college/grad student,400186
25,M,scientist,837665
30,M,college/grad student,151385
27,M,college/grad student,387324
25,F,sales/marketing,180413
34,M,college/grad student,128773
38,M,executive/managerial,680309
30,F,scientist,977667
28,M,college/grad student,474462
28,M,college/grad student,583507
28,M,college/grad student,756586
31,M,sales/marketing,669178
32,M,executive/managerial,191098
27,M,college/grad student,900702
29,M,executive/managerial,24124
26,F,college/grad student,774429
18,M,K-12 student,760791
18,F,self-employed,173773
25,M,other or not specified,101982
32,M,college/grad student,697390
33,F,artist,68873
18,F,scientist,1730
34,M,college/grad student,511176
25,M,executive/managerial,726898
31,M,technician/engineer,564296
29,M,executive/managerial,837811
28,M,executive/managerial,232296
32,M,sales/marketing,386299
33,M,other or not specified,419481
31,F,sales/marketing,92798
25,F,college/grad student,165881
26,M,executive/managerial,53253
31,M,self-employed,884297
34,M,self-employed,115860
65,F,executive/managerial,414355
31,F,scientist,779623
32,M,other or not specified,451991
34,M,other or not specified,895203
26,M,scientist,917574
31,F,artist,546961
43,M,scientist,772847
34,F,college/grad student,940316
29,M,executive/managerial,813332
28,M,sales/marketing,187905
29,M,sales/marketing,748644
28,F,college/grad student,783429
26,F,college/grad student,232776
22,M,K-12 student,736841
31,M,academic/educator,355080
30,M,college/grad student,833222
30,M,other or not specified,821239
42,M,scientist,565593
26,M,sales/marketing,449229
28,M,college/grad student,663531
28,F,college/grad student,778603
34,M,college/grad student,371568
33,M,college/grad student,904264
28,M,college/grad student,987168
34,M,self-employed,284499
30,M,scientist,495784
33,M,college/grad student,296734
34,M,college/grad student,484689
28,M,college/grad student,800661
21,M,sales/marketing,524390
25,F,academic/educator,493919
31,M,executive/managerial,696034
34,F,executive/managerial,113533
32,M,college/grad student,873124
33,M,technician/engineer,373486
18,M,sales/marketing,419313
30,M,K-12 student,350646
26,M,technician/engineer,178682
28,M,technician/engineer,870397
34,M,clerical/admin,975480
25,F,executive/managerial,274955
33,M,college/grad student,230533
34,M,college/grad student,122874
26,M,scientist,272141
25,M,retired,948983
30,M,college/grad student,459654
28,F,college/grad student,72078
37,F,self-employed,893158
28,F,self-employed,513514
26,M,scientist,322165
31,M,executive/managerial,563386
25,F,executive/managerial,692788
25,M,executive/managerial,128403
30,M,college/grad student,508007
30,M,college/grad student,328575
26,M,scientist,994431
34,F,college/grad student,365730
59,F,retired,933288
32,M,other or not specified,550573
35,M,other or not specified,600658
26,M,college/grad student,399326
29,F,academic/educator,683887
31,F,lawyer,722976
25,M,other or not specified,790869
25,M,scientist,668370
26,M,scientist,54271
19,M,self-employed,267707
22,M,executive/managerial,735382
30,M,K-12 student,566321
26,M,college/grad student,517716
31,M,executive/managerial,770193
40,M,academic/educator,516414
28,M,executive/managerial,371941
29,M,scientist,525077
29,M,college/grad student,729912
26,M,college/grad student,998482
34,M,college/grad student,100751
29,M,sales/marketing,270424
25,M,scientist,493132
31,M,college/grad student,480699
22,M,sales/marketing,136028
30,M,sales/marketing,107608
25,M,college/grad student,236624
31,M,sales/marketing,524009
30,M,executive/managerial,230884
34,F,executive/managerial,226088
29,M,executive/managerial,879479
22,M,scientist,65368
25,M,college/grad student,287920
27,F,academic/educator,520730
34,M,college/grad student,208120
29,M,college/grad student,711979
30,F,college/grad student,648667
39,M,tradesman/craftsman,425121
27,M,college/grad student,169381
28,M,scientist,516391
25,M,other or not specified,160882
31,F,self-employed,531374
32,M,sales/marketing,218711
30,M,executive/managerial,668530
34,M,self-employed,293532
34,M,college/grad student,237904
27,M,college/grad student,429311
32,M,executive/managerial,892038
25,M,clerical/admin,836925
30,M,academic/educator,732277
29,M,college/grad student,334555
27,M,college/grad student,679571
18,M,homemaker,666317
26,M,executive/managerial,752217
29,M,self-employed,721975
31,M,programmer,198161
33,M,sales/marketing,588839
32,M,sales/marketing,57926
21,M,sales/marketing,426029
22,M,scientist,3617
32,M,clerical/admin,367665
27,F,college/grad student,845676
30,M,programmer,259633
28,M,other or not specified,297045
26,M,sales/marketing,32397
34,M,college/grad student,620067
30,M,technician/engineer,400065
27,M,college/grad student,979565
34,M,college/grad student,266933
25,M,executive/managerial,688145
28,M,scientist,329549
27,M,K-12 student,384209
31,M,sales/marketing,31022
25,M,sales/marketing,821602
34,M,sales/marketing,213535
30,M,executive/managerial,429835
32,M,academic/educator,985080
30,M,college/grad student,222623
34,F,artist,394231
25,M,college/grad student,754224
36,F,executive/managerial,222226
33,M,other or not specified,840468
29,M,sales/marketing,670749
56,F,other or not specified,32207
29,M,scientist,171309
29,M,executive/managerial,788695
26,M,clerical/admin,326359
25,M,executive/managerial,35668
32,M,college/grad student,219637
34,M,K-12 student,942372
31,M,executive/managerial,762200
25,M,college/grad student,199771
33,M,other or not specified,896311
29,M,college/grad student,647860
32,M,college/grad student,358554
26,M,executive/managerial,381972
28,M,college/grad student,762938
33,M,other or not specified,521064
29,M,sales/marketing,24796
27,M,K-12 student,950246
28,M,self-employed,664655
29,M,college/grad student,835595
28,F,self-employed,492337
33,M,college/grad student,28868
25,M,sales/marketing,74060
29,M,executive/managerial,288146
33,M,college/grad student,161875
33,M,college/grad student,367650
34,M,clerical/admin,996428
33,M,college/grad student,453930
28,M,college/grad student,166232
33,M,sales/marketing,909047
26,M,scientist,747953
31,M,scientist,402093
32,M,executive/managerial,928440
30,M,college/grad student,416632
31,M,artist,287081
31,M,college/grad student,24356
28,M,executive/managerial,696162
31,M,college/grad student,173398
27,F,retired,967853
25,M,executive/managerial,716721
28,M,sales/marketing,899402
31,M,executive/managerial,773646
34,F,college/grad student,991529
28,M,scientist,309827
34,M,college/grad student,246598
13,M,K-12 student,762176
28,M,scientist,227853
31,M,academic/educator,57989
26,M,college/grad student,551669
29,M,college/grad student,275907
27,M,sales/marketing,450874
19,M,scientist,757080
30,F,college/grad student,714498
26,M,college/grad student,281725
30,M,sales/marketing,797457
30,M,college/grad student,527859
31,F,college/grad student,886062
26,F,scientist,457907
21,M,scientist,436727
34,M,college/grad student,942010
27,M,self-employed,946689
34,F,retired,325525
33,M,programmer,890474
27,M,executive/managerial,978341
32,M,college/grad student,829476
29,M,self-employed,954970
38,M,sales/marketing,173097
27,M,college/grad student,594571
29,M,self-employed,244144
55,M,academic/educator,663121
31,M,self-employed,231960
26,F,homemaker,878113
52,M,technician/engineer,313879
30,M,scientist,392810
28,M,executive/managerial,281459
33,M,lawyer,169471
27,M,self-employed,463271
25,M,college/grad student,983225
34,F,college/grad student,721482
32,M,sales/marketing,319479
26,M,college/grad student,120440
34,M,college/grad student,503950
25,M,self-employed,105564
26,M,sales/marketing,417421
34,M,executive/managerial,761524
31,M,college/grad student,688625
33,M,executive/managerial,906468
25,M,college/grad student,948702
25,M,programmer,868758
21,M,sales/marketing,234575
31,M,college/grad student,706554
33,M,college/grad student,707207
27,M,sales/marketing,320208
28,M,college/grad student,233870
33,M,scientist,250214
33,M,sales/marketing,581296
66,F,retired,844436
29,F,retired,252399
21,M,artist,17603
34,M,other or not specified,324323
29,M,executive/managerial,221194
83,M,academic/educator,407797
29,F,other or not specified,895364
26,M,retired,762414
29,M,sales/marketing,921767
30,F,sales/marketing,647215
72,M,scientist,691603
26,M,artist,346816
30,M,other or not specified,810020
26,M,sales/marketing,122187
27,M,executive/managerial,204640
33,M,sales/marketing,248665
33,M,self-employed,7798
29,M,sales/marketing,562948
36,M,sales/marketing,175474
25,M,other or not specified,531112
33,M,scientist,248151
30,M,sales/marketing,73995
18,M,sales/marketing,534868
30,M,executive/managerial,878826
31,F,college/grad student,198397
30,F,academic/educator,468655
33,M,college/grad student,191967
27,M,scientist,848027
27,M,scientist,408250
31,M,scientist,115876
28,M,college/grad student,983804
21,M,scientist,474064
28,M,farmer,852802
36,M,executive/managerial,294785
38,M,doctor/health care,335583
30,M,executive/managerial,907357
33,M,self-employed,97903
27,M,scientist,368624
33,M,scientist,485698
28,M,college/grad student,674779
25,M,artist,713813
25,M,college/grad student,938503
25,M,scientist,651334
27,M,executive/managerial,341165
25,M,sales/marketing,656336
34,M,other or not specified,422934
27,M,college/grad student,385120
32,M,other or not specified,395525
21,M,self-employed,797374
28,M,other or not specified,409818
25,M,college/grad student,592199
31,M,clerical/admin,836229
28,F,other or not specified,690415
28,M,scientist,923800
33,M,college/grad student,780493
25,M,sales/marketing,107036
33,M,clerical/admin,831054
22,M,college/grad student,717768
29,M,executive/managerial,186034
33,M,sales/marketing,970471
29,M,executive/managerial,956750
28,M,college/grad student,939243
42,M,sales/marketing,928333
25,M,clerical/admin,659619
28,M,executive/managerial,217778
29,M,executive/managerial,957895
29,M,executive/managerial,174634
29,M,scientist,329721
19,M,sales/marketing,814185
25,M,college/grad student,401420
34,M,other or not specified,387550
87,F,retired,800089
30,M,executive/managerial,247036
41,M,executive/managerial,360400
31,M,college/grad student,127132
37,M,other or not specified,576765
27,M,college/grad student,101278
25,F,other or not specified,876486
31,M,scientist,931286
27,M,scientist,635250
25,M,retired,630093
31,M,sales/marketing,223049
33,M,scientist,571527
34,M,college/grad student,479572
31,M,college/grad student,347225
33,M,college/grad student,439862
25,M,sales/marketing,174585
31,M,executive/managerial,866145
33,M,sales/marketing,749232
42,M,executive/managerial,451566
26,M,college/grad student,627326
30,M,sales/marketing,926396
29,F,other or not specified,305581
29,M,scientist,223119
31,M,other or not specified,602126
29,M,college/grad student,912409
28,M,K-12 student,967072
30,M,artist,179349
24,M,sales/marketing,126165
28,M,executive/managerial,994258
31,M,self-employed,537862
30,M,clerical/admin,408070
28,F,college/grad student,84949
29,F,academic/educator,619639
26,M,other or not specified,58379
25,F,artist,13324
33,M,executive/managerial,462725
30,M,self-employed,142127
26,M,executive/managerial,430693
27,F,college/grad student,966226
31,F,college/grad student,791176
25,F,other or not specified,615004
30,M,doctor/health care,467475
30,M,clerical/admin,441659
18,M,K-12 student,786612
25,M,college/grad student,862031
20,M,sales/marketing,950560
27,F,artist,68415
27,M,executive/managerial,192684
19,M,other or not specified,372975
33,M,other or not specified,339932
43,M,self-employed,425340
43,M,executive/managerial,871765
32,F,executive/managerial,505049
55,M,academic/educator,897451
33,M,college/grad student,252784
30,M,sales/marketing,561237
25,M,scientist,379360
32,M,scientist,446256
33,M,retired,775729
28,M,executive/managerial,288420
30,M,executive/managerial,824890
28,M,technician/engineer,393156
31,M,college/grad student,782971
22,M,sales/marketing,704762
33,M,executive/managerial,108368
32,M,college/grad student,372708
32,M,executive/managerial,519861
26,M,college/grad student,307136
25,M,artist,283573
81,F,academic/educator,221641
29,F,college/grad student,710119
31,M,other or not specified,94207
30,M,executive/managerial,683495
30,F,executive/managerial,342802
59,F,retired,829767
33,M,self-employed,325745
33,M,other or not specified,434761
27,M,college/grad student,12221
28,M,technician/engineer,36326
29,M,scientist,289617
30,M,executive/managerial,341442
26,F,college/grad student,235706
28,M,sales/marketing,149485
31,M,K-12 student,255261
29,M,college/grad student,459465
26,F,other or not specified,244846
32,M,executive/managerial,46177
25,M,scientist,280161
34,M,executive/managerial,908905
27,M,other or not specified,992179
19,F,clerical/admin,219819
28,M,sales/marketing,399349
29,M,self-employed,448857
34,M,executive/managerial,301207
34,F,executive/managerial,475516
32,M,executive/managerial,261443
25,M,sales/marketing,667398
31,M,sales/marketing,290719
25,M,scientist,101712
27,M,artist,931068
30,M,scientist,303988
27,M,sales/marketing,157489
31,M,academic/educator,903146
32,F,college/grad student,733104
26,M,executive/managerial,629734
25,F,other or not specified,943965
27,M,K-12 student,848455
33,M,college/grad student,17957
28,M,sales/marketing,133053
34,M,technician/engineer,295040
27,M,executive/managerial,498672
29,M,college/grad student,785248
33,M,self-employed,30853
28,M,college/grad student,767870
25,M,college/grad student,969844
27,M,college/grad student,352307
23,M,sales/marketing,232346
40,M,other or not specified,768461
30,M,academic/educator,234615
31,F,technician/engineer,536851
31,M,college/grad student,594326
25,F,scientist,617695
27,M,college/grad student,115959
31,F,executive/managerial,576664
29,M,college/grad student,235510
32,M,scientist,182199
31,M,sales/marketing,449231
42,M,scientist,673961
30,M,scientist,538137
33,M,executive/managerial,330437
34,M,college/grad student,542721
34,M,technician/engineer,352549
32,M,sales/marketing,953876
28,M,college/grad student,623842
33,M,programmer,256918
26,M,self-employed,932526
27,M,executive/managerial,296647
33,M,self-employed,424563
27,M,self-employed,149702
34,M,executive/managerial,303949
32,F,sales/marketing,381249
34,M,academic/educator,703280
32,M,college/grad student,996171
31,M,self-employed,838112
33,M,college/grad student,940631
35,M,sales/marketing,546249
26,M,executive/managerial,526918
28,F,other or not specified,311952
33,M,college/grad student,65779
29,M,executive/managerial,148389
29,F,academic/educator,736327
31,M,programmer,494171
29,M,scientist,69689
21,M,K-12 student,128480
27,M,sales/marketing,733344
34,M,executive/managerial,152088
29,M,artist,473517
30,M,college/grad student,851998
90,F,retired,933686
26,F,college/grad student,365472
70,M,executive/managerial,730473
26,M,scientist,326963
30,M,college/grad student,412656
30,F,sales/marketing,482791
25,F,academic/educator,18538
32,M,executive/managerial,547785
33,F,sales/marketing,999622
25,M,executive/managerial,625502
30,M,homemaker,42501
34,F,college/grad student,168826
25,M,college/grad student,362776
25,M,college/grad student,893159
25,F,self-employed,3960
34,M,college/grad student,492768
32,M,executive/managerial,19022
21,F,scientist,268910
34,M,scientist,643338
32,M,college/grad student,901654
34,M,sales/marketing,358330
33,M,retired,290015
26,M,other or not specified,206754
27,M,scientist,530621
27,M,other or not specified,876421
33,M,college/grad student,485177
29,M,sales/marketing,58186
31,M,executive/managerial,874401
28,M,college/grad student,919225
31,M,executive/managerial,237263
30,M,tradesman/craftsman,352714
28,M,college/grad student,310208
25,M,homemaker,882167
29,M,scientist,721131
34,M,college/grad student,824633
34,M,college/grad student,862768
27,M,executive/managerial,974365
27,F,college/grad student,142832
28,F,academic/educator,186734
30,M,college/grad student,245896
25,M,scientist,654132
18,M,K-12 student,625270
61,M,doctor/health care,784401
26,M,sales/marketing,598139
27,M,college/grad student,513835
27,M,college/grad student,540813
53,M,executive/managerial,158822
29,M,college/grad student,844237
26,M,college/grad student,575236
32,M,programmer,884993
30,M,college/grad student,528458
29,M,scientist,566983
30,M,college/grad student,793103
33,M,technician/engineer,935508
22,M,scientist,735773
33,M,other or not specified,697145
28,M,executive/managerial,301597
26,M,college/grad student,695366
34,M,scientist,182778
27,M,college/grad student,690988
34,M,K-12 student,464797
28,M,self-employed,933377
29,M,K-12 student,638224
33,F,academic/educator,971973
55,M,executive/managerial,705399
58,M,executive/managerial,566134
28,M,executive/managerial,809575
18,M,K-12 student,879172
28,M,executive/managerial,965629
18,M,scientist,22838
30,F,retired,832600
31,M,self-employed,434854
28,M,executive/managerial,220125
24,M,self-employed,829606
26,M,executive/managerial,979381
29,F,college/grad student,293131
32,M,other or not specified,182873
29,M,college/grad student,191405
28,M,executive/managerial,676540
27,M,scientist,252372
18,F,K-12 student,222836
27,M,executive/managerial,648527
25,M,self-employed,137487
19,F,college/grad student,730684
29,M,college/grad student,697690
29,M,other or not specified,956843
36,M,sales/marketing,180283
32,F,academic/educator,556643
30,M,scientist,482564
33,M,self-employed,639811
25,M,college/grad student,199054
28,M,college/grad student,253186
32,M,scientist,374989
20,M,college/grad student,343485
31,M,college/grad student,909954
25,M,academic/educator,382368
29,M,executive/managerial,935073
29,M,executive/managerial,504423
32,F,artist,243143
26,M,college/grad student,786097
28,M,sales/marketing,948374
26,M,college/grad student,178698
26,F,academic/educator,47413
32,M,sales/marketing,377963
31,M,executive/managerial,976118
33,M,executive/managerial,205908
32,M,homemaker,615818
34,M,college/grad student,201881
28,M,homemaker,524372
33,M,self-employed,144284
33,M,scientist,108060
34,M,artist,682955
11,F,homemaker,433217
26,M,executive/managerial,396435
9,M,K-12 student,54845
29,M,clerical/admin,579644
33,M,executive/managerial,925084
30,M,executive/managerial,723732
30,M,sales/marketing,570786
31,M,self-employed,861617
26,M,college/grad student,715683
68,F,executive/managerial,435786
34,M,scientist,96315
25,M,college/grad student,573519
23,M,sales/marketing,260487
29,M,college/grad student,61736
25,M,other or not specified,811324
89,F,other or not specified,22117
27,M,executive/managerial,14450
33,M,executive/managerial,924520
29,M,self-employed,385682
34,M,artist,687058
34,M,executive/managerial,647911
30,M,other or not specified,625882
34,M,technician/engineer,942984
34,M,K-12 student,672766
28,M,self-employed,149527
27,M,college/grad student,512935
34,M,college/grad student,553996
28,M,homemaker,848385
29,M,college/grad student,687232
30,M,scientist,179805
31,M,scientist,535626
21,M,homemaker,662633
26,M,college/grad student,507335
32,M,artist,383895
34,M,executive/managerial,733758
28,M,executive/managerial,303188
31,M,other or not specified,842374
31,M,clerical/admin,518528
26,M,executive/managerial,646589
28,F,executive/managerial,531149
29,M,self-employed,242466
33,M,retired,660749
28,M,college/grad student,910201
31,M,sales/marketing,693585
36,M,executive/managerial,723589
26,M,sales/marketing,790443
26,M,scientist,369412
40,M,executive/managerial,232654
33,M,executive/managerial,172141
84,M,executive/managerial,526283
25,M,scientist,601331
25,M,sales/marketing,915771
27,M,college/grad student,61617
21,F,college/grad student,689939
30,M,self-employed,97081
32,M,scientist,178816
28,M,college/grad student,925746
27,M,executive/managerial,761755
32,F,academic/educator,291786
32,M,executive/managerial,531201
30,M,executive/managerial,517812
29,M,self-employed,158770
32,F,self-employed,59318
25,F,academic/educator,856776
29,M,sales/marketing,661719
26,M,college/grad student,724561
30,M,scientist,812860
34,M,college/grad student,371634
30,F,self-employed,121486
25,M,other or not specified,84984
31,M,self-employed,907836
33,M,sales/marketing,217588
27,M,executive/managerial,526642
30,M,sales/marketing,552211
34,M,executive/managerial,817758
25,F,lawyer,876157
28,M,scientist,56385
32,M,executive/managerial,753779
26,M,scientist,103788
29,M,sales/marketing,100412
30,M,academic/educator,696173
23,M,programmer,97115
33,F,clerical/admin,605496
21,M,sales/marketing,429223
27,M,executive/managerial,557707
29,M,executive/managerial,295481
28,M,executive/managerial,295045
25,M,college/grad student,925967
27,M,executive/managerial,473646
28,M,scientist,821531
29,M,executive/managerial,555596
27,M,executive/managerial,734155
32,F,homemaker,116318
31,M,scientist,242266
77,F,academic/educator,888528
34,M,sales/marketing,560891
28,F,college/grad student,682091
32,F,executive/managerial,290865
25,M,executive/managerial,49113
34,M,sales/marketing,898947
30,M,executive/managerial,203659
26,M,college/grad student,576128
25,M,artist,972375
27,M,executive/managerial,756881
29,F,college/grad student,98887
24,M,sales/marketing,303524
30,M,executive/managerial,520442
34,F,executive/managerial,877356
32,M,homemaker,64865
31,M,other or not specified,851181
25,M,college/grad student,610598
25,M,other or not specified,5473
28,M,academic/educator,433909
29,F,self-employed,12122
27,M,scientist,835540
32,M,other or not specified,451028
56,M,retired,725174
32,M,scientist,711322
30,M,sales/marketing,650634
25,F,other or not specified,448914
33,F,sales/marketing,647582
28,M,scientist,948293
26,M,K-12 student,927764
27,M,self-employed,364338
30,M,college/grad student,327783
32,F,academic/educator,311459
62,M,academic/educator,622734
30,M,college/grad student,123951
30,M,college/grad student,189657
18,M,K-12 student,605865
68,F,self-employed,630086
38,F,academic/educator,845659
72,M,artist,268964
26,M,K-12 student,966530
26,M,scientist,414662
29,M,scientist,432747
27,F,college/grad student,654815
27,M,executive/managerial,436649
27,F,homemaker,274509
28,M,college/grad student,374341
27,M,other or not specified,395906
31,M,college/grad student,398383
18,F,homemaker,624960
18,M,college/grad student,753162
28,M,executive/managerial,764817
33,M,college/grad student,314862
30,M,college/grad student,675257
55,M,academic/educator,135030
30,M,other or not specified,925109
26,M,college/grad student,48987
33,F,academic/educator,754548
39,F,academic/educator,119209
25,M,self-employed,830666
19,M,college/grad student,925101
30,M,executive/managerial,444838
30,F,homemaker,326432
33,M,college/grad student,325814
34,M,sales/marketing,198546
25,M,college/grad student,464719
30,M,clerical/admin,80994
27,M,college/grad student,174089
29,M,other or not specified,811008
39,M,college/grad student,611163
38,M,sales/marketing,26012
27,F,college/grad student,644056
30,F,academic/educator,982267
26,M,other or not specified,625052
40,M,executive/managerial,902556
31,M,K-12 student,524830
55,M,executive/managerial,849207
27,M,other or not specified,689523
26,M,college/grad student,102425
27,M,lawyer,905240
25,M,executive/managerial,610755
27,M,college/grad student,678574
34,M,tradesman/craftsman,762545
26,F,academic/educator,897542
25,M,college/grad student,310935
26,M,lawyer,160964
32,M,academic/educator,187675
32,M,executive/managerial,645988
41,F,executive/managerial,390762
31,M,college/grad student,808040
33,M,executive/managerial,760274
61,M,executive/managerial,25759
25,M,executive/managerial,578712
33,M,college/grad student,127143
40,M,scientist,392428
25,M,sales/marketing,66028
33,M,college/grad student,823223
25,M,technician/engineer,232742
26,M,college/grad student,155730
28,M,college/grad student,399123
28,M,executive/managerial,298361
23,M,college/grad student,10233
32,M,scientist,144472
31,F,retired,865964
28,M,college/grad student,808671
21,M,scientist,958678
39,M,executive/managerial,253597
32,M,college/grad student,587474
22,M,sales/marketing,724903
35,M,academic/educator,144045
30,M,executive/managerial,649271
26,M,sales/marketing,986114
31,M,executive/managerial,171255
31,M,executive/managerial,274473
50,M,executive/managerial,42166
20,F,other or not specified,94237
27,M,executive/managerial,55448
34,M,college/grad student,410538
26,M,sales/marketing,355670
31,M,academic/educator,539256
32,M,sales/marketing,453849
29,M,scientist,124663
26,M,executive/managerial,583718
29,M,self-employed,52295
34,M,college/grad student,876890
22,M,technician/engineer,603903
29,M,college/grad student,247855
30,M,executive/managerial,599836
34,M,college/grad student,907780
30,M,executive/managerial,653099
29,M,college/grad student,503028
31,M,executive/managerial,868230
29,F,executive/managerial,108530
26,M,sales/marketing,604944
21,M,sales/marketing,592309
33,M,scientist,901425
50,M,academic/educator,532665
25,F,other or not specified,566697
27,M,other or not specified,654224
32,F,executive/managerial,99510
25,M,executive/managerial,808909
19,M,scientist,451771
30,M,sales/marketing,872220
32,M,technician/engineer,978104
28,M,executive/managerial,635768
30,M,tradesman/craftsman,36374
33,M,executive/managerial,371953
27,F,other or not specified,563983
18,M,college/grad student,653240
29,F,executive/managerial,310876
29,F,other or not specified,172311
32,M,executive/managerial,590474
33,M,homemaker,414803
29,M,self-employed,523207
31,M,college/grad student,933015
34,M,college/grad student,815649
31,M,sales/marketing,795217
33,F,scientist,55019
25,M,academic/educator,297223
29,M,self-employed,270621
26,M,executive/managerial,307524
30,M,sales/marketing,556676
30,M,sales/marketing,595712
34,M,executive/managerial,366079
31,M,other or not specified,426204
30,M,other or not specified,33564
31,F,college/grad student,50882
30,M,college/grad student,753965
29,M,other or not specified,201336
31,M,retired,241370
30,M,college/grad student,389539
28,M,scientist,638892
30,F,homemaker,719376
29,M,unemployed,118528
29,M,college/grad student,172237
28,F,academic/educator,332027
32,M,clerical/admin,939129
69,M,retired,818236
29,F,college/grad student,463833
34,M,executive/managerial,721713
28,M,college/grad student,883221
28,M,college/grad student,120626
26,M,college/grad student,478826
32,M,sales/marketing,688857
26,F,sales/marketing,180793
41,M,sales/marketing,484352
32,F,scientist,690630
29,F,self-employed,69907
29,M,executive/managerial,663848
24,M,other or not specified,80938
28,M,executive/managerial,287359
31,M,customer service,701946
34,M,other or not specified,140411
26,M,college/grad student,488784
32,M,sales/marketing,153499
26,M,college/grad student,534243
25,M,self-employed,550446
25,M,college/grad student,362782
34,M,sales/marketing,673300
25,M,college/grad student,29958
20,M,other or not specified,607944
34,M,sales/marketing,98377
30,M,scientist,329132
28,M,executive/managerial,436261
42,M,executive/managerial,463356
36,M,executive/managerial,701037
27,M,self-employed,596096
27,M,executive/managerial,63679
26,M,other or not specified,202699
31,M,scientist,819506
28,M,executive/managerial,455044
30,M,clerical/admin,310081
25,F,sales/marketing,927908
19,M,sales/marketing,374249
18,F,homemaker,15033
33,M,sales/marketing,301975
18,M,homemaker,256507
29,M,college/grad student,950164
31,M,other or not specified,749452
27,M,scientist,731087
27,F,sales/marketing,518256
32,F,academic/educator,330800
34,M,executive/managerial,209650
23,M,K-12 student,368410
28,M,college/grad student,37240
34,M,self-employed,838776
30,M,executive/managerial,473610
29,M,college/grad student,936316
27,M,K-12 student,645647
45,M,programmer,657282
31,F,college/grad student,790554
26,M,executive/managerial,192914
11,M,K-12 student,472232
34,F,executive/managerial,724620
27,M,homemaker,338463
34,M,other or not specified,258228
11,M,K-12 student,184297
27,M,tradesman/craftsman,538216
21,M,clerical/admin,764986
34,M,executive/managerial,577101
26,M,scientist,541826
27,M,sales/marketing,99266
34,M,college/grad student,120709
26,M,executive/managerial,974968
30,F,college/grad student,725700
28,M,academic/educator,215303
26,M,college/grad student,129173
27,F,homemaker,736260
18,M,artist,297643
30,M,college/grad student,687868
33,M,homemaker,409562
25,M,clerical/admin,787355
28,M,college/grad student,154619
30,M,college/grad student,418931
33,M,self-employed,276619
27,M,college/grad student,149175
27,M,executive/managerial,726164
32,F,other or not specified,140787
30,M,college/grad student,994103
33,M,sales/marketing,554368
34,M,scientist,218899
26,M,college/grad student,675928
28,M,college/grad student,734910
27,M,college/grad student,435825
32,M,college/grad student,92395
19,M,homemaker,312174
30,M,self-employed,50969
41,M,homemaker,872286
28,M,college/grad student,162663
33,M,executive/managerial,649081
25,M,self-employed,277969
34,M,executive/managerial,500659
28,M,college/grad student,393785
31,F,artist,309576
26,M,college/grad student,850686
27,M,other or not specified,177001
30,M,executive/managerial,770112
25,M,college/grad student,910353
30,M,executive/managerial,696710
28,M,artist,712622
